CRATER_ID,LATITUDE_CIRCLE_IMAGE,LONGITUDE_CIRCLE_IMAGE,DIAM_CIRCLE_IMAGE,DEPTH_RIM_TOPOG,DEPTH_FLOOR_TOPOG,DEPTH_RIMFLOOR_TOPOG,CRATER_NAME,FAN_LATITUDE,FAN_LONGITUDE ,FAN_CLASS,FAN_AZIMUTH_BEARING,TANAKA_UNIT,TANAKA_UNIT_DESCRIPTION,REFERENCE
23-000188,-29.59,177.45,36.97,1.19,-0.73,1.93,,-29.63,177.19,alluvial fan,247.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
23-000188,-29.59,177.45,36.97,1.19,-0.73,1.93,,-29.62,177.63,alluvial fan,90,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
23-000188,-29.59,177.45,36.97,1.19,-0.73,1.93,,-29.6,177.63,alluvial fan,90,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
23-000188,-29.59,177.45,36.97,1.19,-0.73,1.93,,-29.71,177.26,alluvial fan,225,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
23-000189,-28.12,172.17,36.92,1.53,-0.4,1.93,,-28.3,172.07,alluvial fan,202.5,AHi,Amazonian and Hesperian impact unit,this paper 
23-000215,-0.16,146.65,34.78,-1.9,-2.85,0.95,,0.03,146.61,alluvial fan,337.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
23-000215,-0.16,146.65,34.78,-1.9,-2.85,0.95,,-0.07,146.51,alluvial fan,292.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
23-000215,-0.16,146.65,34.78,-1.9,-2.85,0.95,,-0.24,146.44,alluvial fan,247.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
23-000216,-10.05,154.2,34.77,0.35,-1.29,1.64,,-9.84,154.32,alluvial fan,22.5,mNh,Middle Noachian highland unit,this paper 
23-000216,-10.05,154.2,34.77,0.35,-1.29,1.64,,-10.11,154.4,alluvial fan,90,mNh,Middle Noachian highland unit,this paper 
23-000237,-27.47,149.86,32.95,1,-0.63,1.64,,-27.32,149.95,alluvial fan,22.5,eNh,Early Noachian highland unit,this paper 
23-000243,-5.48,167.75,32.27,-2.38,-3.86,1.48,,-5.68,167.77,alluvial fan,157.5,AHi,Amazonian and Hesperian impact unit,this paper 
23-000349,-10.96,137.47,26.49,1.77,0.25,1.52,,-11.08,137.29,alluvial fan,225,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
23-000349,-10.96,137.47,26.49,1.77,0.25,1.52,,-11.12,137.5,alluvial fan,157.5,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
23-000349,-10.96,137.47,26.49,1.77,0.25,1.52,,-11.13,137.34,alluvial fan,202.5,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
24-000055,-30.29,-160.19,77.65,2.7,0.57,2.13,,-29.85,-160.04,alluvial fan,0,AHi,Amazonian and Hesperian impact unit,this paper 
24-000055,-30.29,-160.19,77.65,2.7,0.57,2.13,,-29.84,-159.97,alluvial fan,22.5,AHi,Amazonian and Hesperian impact unit,this paper 
24-000086,-36.26,-156.69,65.99,3.13,2.02,1.12,,-36.66,-156.51,alluvial fan,157.5,eNh,Early Noachian highland unit,Wilson et al. (2013)/ this paper
24-000166,-50.15,-175.7,47.79,2.36,0.52,1.84,,-50.23,-176.14,alluvial fan,247.5,eNh,Early Noachian highland unit,this paper 
24-000214,-40.07,-177.94,42.65,1.52,-0.31,1.83,,-39.95,-177.71,alluvial fan,45,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
24-000214,-40.07,-177.94,42.65,1.52,-0.31,1.83,,-39.92,-177.73,alluvial fan,45,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
24-000214,-40.07,-177.94,42.65,1.52,-0.31,1.83,,-40,-177.68,alluvial fan,67.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
24-000214,-40.07,-177.94,42.65,1.52,-0.31,1.83,,-40.04,-177.65,alluvial fan,67.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
24-000214,-40.07,-177.94,42.65,1.52,-0.31,1.83,,-40.09,-177.63,alluvial fan,90,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
24-000214,-40.07,-177.94,42.65,1.52,-0.31,1.83,,-40.34,-177.93,alluvial fan,157.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
24-000214,-40.07,-177.94,42.65,1.52,-0.31,1.83,,-40.35,-178.01,alluvial fan,180,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
24-000214,-40.07,-177.94,42.65,1.52,-0.31,1.83,,-40.3,-178.14,alluvial fan,202.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
24-000214,-40.07,-177.94,42.65,1.52,-0.31,1.83,,-40.32,-178.07,alluvial fan,180,AHi,Amazonian and Hesperian impact unit,this paper 
24-000214,-40.07,-177.94,42.65,1.52,-0.31,1.83,,-40.33,-178.06,alluvial fan,180,AHi,Amazonian and Hesperian impact unit,this paper 
24-000261,-39.15,-178.67,38.41,1.56,0.45,1.11,,-39.26,-178.93,alluvial fan,225,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
24-000261,-39.15,-178.67,38.41,1.56,0.45,1.11,,-39.23,-178.97,alluvial fan,247.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
24-000417,-34.6,-172.7,30.4,1.83,0.38,1.45,,-34.57,-172.48,alluvial fan,67.5,eNh,Early Noachian highland unit,Wilson et al. (2013)/ this paper
24-000417,-34.6,-172.7,30.4,1.83,0.38,1.45,,-34.6,-172.48,alluvial fan,90,eNh,Early Noachian highland unit,Wilson et al. (2013)/ this paper
24-000417,-34.6,-172.7,30.4,1.83,0.38,1.45,,-34.71,-172.87,alluvial fan,225,eNh,Early Noachian highland unit,Wilson et al. (2013)/ this paper
24-000417,-34.6,-172.7,30.4,1.83,0.38,1.45,,-34.79,-172.73,alluvial fan,180,eNh,Early Noachian highland unit,Wilson et al. (2013)/ this paper
24-000531,-41.63,-154.61,25.46,0,0,0,,-41.72,-154.68,alluvial fan,202.5,eNh,Early Noachian highland unit,Wilson et al. (2013)/ this paper
25-000012,-50.36,-113.76,103.99,2.81,0.3,2.51,Porter,-49.61,-113.67,alluvial fan,0,AHi,Amazonian and Hesperian impact unit,Kraal et al (2008)
25-000012,-50.36,-113.76,103.99,2.81,0.3,2.51,Porter,-49.68,-113.83,alluvial fan,337.5,AHi,Amazonian and Hesperian impact unit,Kraal et al (2008)
25-000012,-50.36,-113.76,103.99,2.81,0.3,2.51,Porter,-50.95,-114.41,alluvial fan,202.5,AHi,Amazonian and Hesperian impact unit,Kraal et al (2008)
25-000012,-50.36,-113.76,103.99,2.81,0.3,2.51,Porter,-51.01,-114.28,alluvial fan,202.5,AHi,Amazonian and Hesperian impact unit,Kraal et al (2008)
25-000064,-42.46,-112.52,64.27,2.7,1.3,1.4,,-42.63,-113.07,alluvial fan,225,AHi,Amazonian and Hesperian impact unit,this paper 
25-000183,-36.85,-70.59,39.4,3.72,1.78,1.93,,-36.66,-70.54,alluvial fan,0,mNh,Middle Noachian highland unit,this paper 
25-000183,-36.85,-70.59,39.4,3.72,1.78,1.93,,-36.72,-70.41,alluvial fan,45,mNh,Middle Noachian highland unit,this paper 
25-000183,-36.85,-70.59,39.4,3.72,1.78,1.93,,-36.98,-70.81,alluvial fan,225,mNh,Middle Noachian highland unit,this paper 
25-000183,-36.85,-70.59,39.4,3.72,1.78,1.93,,-37.03,-70.79,alluvial fan,202.5,mNh,Middle Noachian highland unit,this paper 
25-000211,-42.06,-68.18,36.36,3.07,1.44,1.63,,-41.86,-68.27,alluvial fan,337.5,mNh,Middle Noachian highland unit,this paper 
25-000211,-42.06,-68.18,36.36,3.07,1.44,1.63,,-41.89,-68.35,alluvial fan,315,mNh,Middle Noachian highland unit,this paper 
25-000211,-42.06,-68.18,36.36,3.07,1.44,1.63,,-41.94,-68.42,alluvial fan,292.5,mNh,Middle Noachian highland unit,this paper 
25-000211,-42.06,-68.18,36.36,3.07,1.44,1.63,,-41.99,-68.44,alluvial fan,270,mNh,Middle Noachian highland unit,this paper 
26-000003,-43.19,-16.63,155.14,1.53,-1.29,2.82,Lohse,-44.2,-17.13,alluvial fan,180,mNh,Middle Noachian highland unit,this paper 
26-000003,-43.19,-16.63,155.14,1.53,-1.29,2.82,Lohse,-44.29,-17.04,alluvial fan,180,mNh,Middle Noachian highland unit,this paper 
26-000003,-43.19,-16.63,155.14,1.53,-1.29,2.82,Lohse,-43.89,-17.69,alluvial fan,225,mNh,Middle Noachian highland unit,this paper 
26-000010,-41.09,-24.82,116.83,0.69,-1.48,2.17,Arkhangelsky,-40.34,-24.73,alluvial fan,0,mNh,Middle Noachian highland unit,this paper 
26-000036,-37.52,-3.09,66.63,1.45,-0.32,1.77,,-37.18,-3.07,alluvial fan,0,eNh,Early Noachian highland unit,this paper 
26-000036,-37.52,-3.09,66.63,1.45,-0.32,1.77,,-37.67,-3.52,alluvial fan,225,eNh,Early Noachian highland unit,this paper 
26-000036,-37.52,-3.09,66.63,1.45,-0.32,1.77,,-37.92,-2.96,alluvial fan,157.5,eNh,Early Noachian highland unit,this paper 
26-000036,-37.52,-3.09,66.63,1.45,-0.32,1.77,,-37.92,-3.08,alluvial fan,157.5,eNh,Early Noachian highland unit,this paper 
26-000175,-30.42,-46.69,39.97,0.65,-1.08,1.73,,-30.19,-46.6,alluvial fan,0,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
26-000175,-30.42,-46.69,39.97,0.65,-1.08,1.73,,-30.2,-46.69,alluvial fan,337.5,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
26-000175,-30.42,-46.69,39.97,0.65,-1.08,1.73,,-30.24,-46.5,alluvial fan,22.5,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
26-000175,-30.42,-46.69,39.97,0.65,-1.08,1.73,,-30.47,-46.4,alluvial fan,90,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
26-000175,-30.42,-46.69,39.97,0.65,-1.08,1.73,,-30.58,-46.47,alluvial fan,112.5,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
26-000175,-30.42,-46.69,39.97,0.65,-1.08,1.73,,-30.64,-46.72,alluvial fan,180,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
26-000266,-31.61,-28.4,31.27,0.9,-0.18,1.08,,-31.52,-28.24,alluvial fan,45,mNh,Middle Noachian highland unit,this paper 
26-000430,-30.42,-44.64,22.91,0.78,-0.53,1.32,,-30.49,-44.75,alluvial fan,225,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
26-000430,-30.42,-44.64,22.91,0.78,-0.53,1.32,,-30.52,-44.74,alluvial fan,202.5,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
26-000430,-30.42,-44.64,22.91,0.78,-0.53,1.32,,-30.52,-44.53,alluvial fan,135,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
26-000430,-30.42,-44.64,22.91,0.78,-0.53,1.32,,-30.55,-44.68,alluvial fan,180,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
26-000430,-30.42,-44.64,22.91,0.78,-0.53,1.32,,-30.54,-44.58,alluvial fan,157.5,mNh,Middle Noachian highland unit,this paper 
27-000109,-31.96,28.3,56.62,2.77,0.07,2.69,,-31.69,28.42,alluvial fan,0,eNh,Early Noachian highland unit,this paper 
27-000109,-31.96,28.3,56.62,2.77,0.07,2.69,,-31.64,28.34,alluvial fan,0,eNh,Early Noachian highland unit,this paper 
27-000109,-31.96,28.3,56.62,2.77,0.07,2.69,,-32.21,28.5,alluvial fan,135,eNh,Early Noachian highland unit,this paper 
27-000154,-31.79,31.42,48.02,2.23,-0.85,3.08,,-31.59,31.56,alluvial fan,22.5,mNh,Middle Noachian highland unit,this paper 
27-000154,-31.79,31.42,48.02,2.23,-0.85,3.08,,-31.59,31.64,alluvial fan,22.5,mNh,Middle Noachian highland unit,this paper 
27-000154,-31.79,31.42,48.02,2.23,-0.85,3.08,,-31.94,31.57,alluvial fan,135,mNh,Middle Noachian highland unit,this paper 
27-000154,-31.79,31.42,48.02,2.23,-0.85,3.08,,-31.78,31.48,alluvial fan,67.5,mNh,Middle Noachian highland unit,this paper 
28-000029,-38.62,112.92,68.12,1.1,-1.29,2.39,Greg,-38.91,113.31,alluvial fan,112.5,AHi,Amazonian and Hesperian impact unit,this paper 
28-000029,-38.62,112.92,68.12,1.1,-1.29,2.39,Greg,-38.99,113.17,alluvial fan,135,AHi,Amazonian and Hesperian impact unit,this paper 
28-000029,-38.62,112.92,68.12,1.1,-1.29,2.39,Greg,-39.05,112.92,alluvial fan,157.5,AHi,Amazonian and Hesperian impact unit,this paper 
28-000029,-38.62,112.92,68.12,1.1,-1.29,2.39,Greg,-39.05,112.86,alluvial fan,180,AHi,Amazonian and Hesperian impact unit,this paper 
28-000108,-33.26,84.35,44.81,-2.39,-4.08,1.69,,-33.01,84.42,alluvial fan,0,eNhm,Early Noachian highland massif unit,Kraal et al. (2008)
28-000108,-33.26,84.35,44.81,-2.39,-4.08,1.69,,-33,84.34,alluvial fan,337.5,eNhm,Early Noachian highland massif unit,Kraal et al. (2008)
28-000108,-33.26,84.35,44.81,-2.39,-4.08,1.69,,-33.05,84.59,alluvial fan,22.5,eNhm,Early Noachian highland massif unit,Kraal et al. (2008)
28-000108,-33.26,84.35,44.81,-2.39,-4.08,1.69,,-33.43,84.1,alluvial fan,225,eNhm,Early Noachian highland massif unit,Kraal et al. (2008)
28-000206,-35.56,115.49,32.71,1.09,-0.69,1.77,,-35.71,115.33,alluvial fan,202.5,AHi,Amazonian and Hesperian impact unit,this paper 
28-000206,-35.56,115.49,32.71,1.09,-0.69,1.77,,-35.74,115.37,alluvial fan,202.5,AHi,Amazonian and Hesperian impact unit,this paper 
28-000206,-35.56,115.49,32.71,1.09,-0.69,1.77,,-35.75,115.57,alluvial fan,157.5,AHi,Amazonian and Hesperian impact unit,this paper 
28-000206,-35.56,115.49,32.71,1.09,-0.69,1.77,,-35.75,115.38,alluvial fan,202.5,AHi,Amazonian and Hesperian impact unit,this paper 
28-000236,-32.47,103.13,30.34,0.81,-1.08,1.88,,-32.61,102.92,alluvial fan,225,eHv,Early Hesperian volcanic unit,this paper 
28-000236,-32.47,103.13,30.34,0.81,-1.08,1.88,,-32.29,103.12,alluvial fan,337.5,eHv,Early Hesperian volcanic unit,this paper 
28-000236,-32.47,103.13,30.34,0.81,-1.08,1.88,,-32.6,102.91,alluvial fan,225,eHv,Early Hesperian volcanic unit,this paper 
28-000354,-30.97,79.32,23.29,-2.57,-4.08,1.51,,-30.91,79.41,alluvial fan,45,eNhm,Early Noachian highland massif unit,this paper 
28-000372,-30.05,77.48,22.33,-2.86,-4.26,1.4,,-29.95,77.54,alluvial fan,22.5,eNhm,Early Noachian highland massif unit,this paper 
29-000013,-40.26,141.47,91.74,2.45,0.25,2.2,,-39.98,142.04,alluvial fan,45,AHi,Amazonian and Hesperian impact unit,this paper 
29-000013,-40.26,141.47,91.74,2.45,0.25,2.2,,-40.05,142.09,alluvial fan,45,AHi,Amazonian and Hesperian impact unit,this paper 
29-000013,-40.26,141.47,91.74,2.45,0.25,2.2,,-40.09,142.1,alluvial fan,67.5,AHi,Amazonian and Hesperian impact unit,this paper 
29-000013,-40.26,141.47,91.74,2.45,0.25,2.2,,-40.35,140.67,alluvial fan,247.5,AHi,Amazonian and Hesperian impact unit,this paper 
29-000013,-40.26,141.47,91.74,2.45,0.25,2.2,,-40.41,140.71,alluvial fan,247.5,AHi,Amazonian and Hesperian impact unit,this paper 
29-000013,-40.26,141.47,91.74,2.45,0.25,2.2,,-40.51,140.78,alluvial fan,225,AHi,Amazonian and Hesperian impact unit,this paper 
29-000013,-40.26,141.47,91.74,2.45,0.25,2.2,,-40.65,141.84,alluvial fan,135,AHi,Amazonian and Hesperian impact unit,this paper 
29-000013,-40.26,141.47,91.74,2.45,0.25,2.2,,-40.65,141.13,alluvial fan,202.5,AHi,Amazonian and Hesperian impact unit,this paper 
29-000013,-40.26,141.47,91.74,2.45,0.25,2.2,,-40.69,141.75,alluvial fan,135,AHi,Amazonian and Hesperian impact unit,this paper 
29-000013,-40.26,141.47,91.74,2.45,0.25,2.2,,-40.73,141.68,alluvial fan,157.5,AHi,Amazonian and Hesperian impact unit,this paper 
29-000013,-40.26,141.47,91.74,2.45,0.25,2.2,,-39.75,141.72,alluvial fan,0,AHi,Amazonian and Hesperian impact unit,this paper 
29-000032,-45.36,169.26,76.15,2.87,0.34,2.53,,-45,169.58,alluvial fan,22.5,eNh,Early Noachian highland unit,this paper 
29-000032,-45.36,169.26,76.15,2.87,0.34,2.53,,-45.74,168.86,alluvial fan,202.5,eNh,Early Noachian highland unit,this paper 
29-000032,-45.36,169.26,76.15,2.87,0.34,2.53,,-45.83,169.36,alluvial fan,157.5,eNh,Early Noachian highland unit,this paper 
29-000032,-45.36,169.26,76.15,2.87,0.34,2.53,,-45.79,169.5,alluvial fan,157.5,eNh,Early Noachian highland unit,this paper 
29-000032,-45.36,169.26,76.15,2.87,0.34,2.53,,-45.81,169.4,alluvial fan,157.5,eNh,Early Noachian highland unit,this paper 
29-000051,-33.07,134.29,63.47,2.34,0.79,1.55,,-32.68,134.44,alluvial fan,0,eNh,Early Noachian highland unit,Wilson et al. (2013)/ this paper
29-000051,-33.07,134.29,63.47,2.34,0.79,1.55,,-32.69,134.46,alluvial fan,0,eNh,Early Noachian highland unit,Wilson et al. (2013)/ this paper
29-000051,-33.07,134.29,63.47,2.34,0.79,1.55,,-32.74,134.48,alluvial fan,22.5,eNh,Early Noachian highland unit,Wilson et al. (2013)/ this paper
29-000051,-33.07,134.29,63.47,2.34,0.79,1.55,,-32.72,134.48,alluvial fan,22.5,eNh,Early Noachian highland unit,Wilson et al. (2013)/ this paper
29-000051,-33.07,134.29,63.47,2.34,0.79,1.55,,-32.96,134.72,alluvial fan,67.5,eNh,Early Noachian highland unit,Wilson et al. (2013)/ this paper
29-000051,-33.07,134.29,63.47,2.34,0.79,1.55,,-33.04,134.77,alluvial fan,67.5,eNh,Early Noachian highland unit,Wilson et al. (2013)/ this paper
29-000051,-33.07,134.29,63.47,2.34,0.79,1.55,,-32.78,134.55,alluvial fan,22.5,eNh,Early Noachian highland unit,Wilson et al. (2013)/ this paper
29-000055,-32.06,140.76,63.1,1.76,-0.49,2.25,Horowitz,-31.89,141.14,alluvial fan,45,AHi,Amazonian and Hesperian impact unit,this paper 
29-000055,-32.06,140.76,63.1,1.76,-0.49,2.25,Horowitz,-32.17,141.2,alluvial fan,90,AHi,Amazonian and Hesperian impact unit,this paper 
29-000055,-32.06,140.76,63.1,1.76,-0.49,2.25,Horowitz,-32.22,141.22,alluvial fan,112.5,AHi,Amazonian and Hesperian impact unit,this paper 
29-000055,-32.06,140.76,63.1,1.76,-0.49,2.25,Horowitz,-32.34,140.98,alluvial fan,135,AHi,Amazonian and Hesperian impact unit,this paper 
29-000055,-32.06,140.76,63.1,1.76,-0.49,2.25,Horowitz,-32.39,140.64,alluvial fan,180,AHi,Amazonian and Hesperian impact unit,this paper 
29-000074,-35.91,143.05,57.06,1.93,-0.03,1.96,,-35.57,142.9,alluvial fan,337.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
29-000074,-35.91,143.05,57.06,1.93,-0.03,1.96,,-35.56,142.97,alluvial fan,337.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
29-000074,-35.91,143.05,57.06,1.93,-0.03,1.96,,-35.56,143.03,alluvial fan,337.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
29-000074,-35.91,143.05,57.06,1.93,-0.03,1.96,,-35.57,143.09,alluvial fan,0,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
29-000074,-35.91,143.05,57.06,1.93,-0.03,1.96,,-35.57,143.14,alluvial fan,0,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
29-000074,-35.91,143.05,57.06,1.93,-0.03,1.96,,-35.6,143.33,alluvial fan,22.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
29-000074,-35.91,143.05,57.06,1.93,-0.03,1.96,,-35.59,143.24,alluvial fan,22.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
29-000074,-35.91,143.05,57.06,1.93,-0.03,1.96,,-35.59,142.78,alluvial fan,315,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
29-000074,-35.91,143.05,57.06,1.93,-0.03,1.96,,-35.6,142.84,alluvial fan,315,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
29-000074,-35.91,143.05,57.06,1.93,-0.03,1.96,,-35.61,142.76,alluvial fan,315,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
29-000074,-35.91,143.05,57.06,1.93,-0.03,1.96,,-35.68,143.43,alluvial fan,45,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
29-000074,-35.91,143.05,57.06,1.93,-0.03,1.96,,-35.68,143.4,alluvial fan,45,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
29-000074,-35.91,143.05,57.06,1.93,-0.03,1.96,,-35.65,143.38,alluvial fan,45,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
29-000074,-35.91,143.05,57.06,1.93,-0.03,1.96,,-35.6,143.19,alluvial fan,0,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
29-000074,-35.91,143.05,57.06,1.93,-0.03,1.96,,-35.6,143.3,alluvial fan,22.5,AHi,Amazonian and Hesperian impact unit,this paper 
29-000074,-35.91,143.05,57.06,1.93,-0.03,1.96,,-36.29,143.16,alluvial fan,157.5,AHi,Amazonian and Hesperian impact unit,this paper 
29-000095,-32.9,132.38,53.62,2.68,0.56,2.12,,-32.67,132.16,alluvial fan,315,eNh,Early Noachian highland unit,Wilson et al. (2013)/ this paper
29-000095,-32.9,132.38,53.62,2.68,0.56,2.12,,-32.62,132.47,alluvial fan,0,eNh,Early Noachian highland unit,Wilson et al. (2013)/ this paper
29-000095,-32.9,132.38,53.62,2.68,0.56,2.12,,-32.63,132.29,alluvial fan,337.5,eNh,Early Noachian highland unit,Wilson et al. (2013)/ this paper
29-000095,-32.9,132.38,53.62,2.68,0.56,2.12,,-32.68,132.6,alluvial fan,22.5,eNh,Early Noachian highland unit,Wilson et al. (2013)/ this paper
29-000095,-32.9,132.38,53.62,2.68,0.56,2.12,,-32.61,132.5,alluvial fan,0,eNh,Early Noachian highland unit,Wilson et al. (2013)/ this paper
29-000095,-32.9,132.38,53.62,2.68,0.56,2.12,,-32.71,132.63,alluvial fan,45,eNh,Early Noachian highland unit,Wilson et al. (2013)/ this paper
29-000095,-32.9,132.38,53.62,2.68,0.56,2.12,,-32.98,132.74,alluvial fan,90,eNh,Early Noachian highland unit,Wilson et al. (2013)/ this paper
29-000095,-32.9,132.38,53.62,2.68,0.56,2.12,,-33.18,132.12,alluvial fan,202.5,eNh,Early Noachian highland unit,Wilson et al. (2013)/ this paper
29-000095,-32.9,132.38,53.62,2.68,0.56,2.12,,-33.27,132.2,alluvial fan,180,eNh,Early Noachian highland unit,Wilson et al. (2013)/ this paper
29-000095,-32.9,132.38,53.62,2.68,0.56,2.12,,-33.05,132.05,alluvial fan,225,eNh,Early Noachian highland unit,this paper 
29-000095,-32.9,132.38,53.62,2.68,0.56,2.12,,-33.01,132,alluvial fan,247.5,eNh,Early Noachian highland unit,this paper 
29-000098,-31.81,125.31,53.18,1.73,-0.16,1.89,,-31.59,125.29,alluvial fan,337.5,eNh,Early Noachian highland unit,Wilson et al. (2013)/ this paper
29-000098,-31.81,125.31,53.18,1.73,-0.16,1.89,,-31.67,125.03,alluvial fan,292.5,eNh,Early Noachian highland unit,Wilson et al. (2013)/ this paper
29-000158,-37.32,129.69,44.97,1.48,-0.6,2.08,,-37.17,129.86,alluvial fan,22.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
29-000158,-37.32,129.69,44.97,1.48,-0.6,2.08,,-37.28,130,alluvial fan,67.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
29-000158,-37.32,129.69,44.97,1.48,-0.6,2.08,,-37.3,130.01,alluvial fan,67.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
29-000158,-37.32,129.69,44.97,1.48,-0.6,2.08,,-37.38,130.01,alluvial fan,90,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
29-000158,-37.32,129.69,44.97,1.48,-0.6,2.08,,-37.6,129.88,alluvial fan,135,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
29-000158,-37.32,129.69,44.97,1.48,-0.6,2.08,,-37.57,129.5,alluvial fan,202.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
29-000158,-37.32,129.69,44.97,1.48,-0.6,2.08,,-37.6,129.59,alluvial fan,180,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
29-000158,-37.32,129.69,44.97,1.48,-0.6,2.08,,-37.62,129.61,alluvial fan,180,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
29-000158,-37.32,129.69,44.97,1.48,-0.6,2.08,,-37.62,129.68,alluvial fan,180,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
29-000158,-37.32,129.69,44.97,1.48,-0.6,2.08,,-37.59,129.73,alluvial fan,157.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
29-000210,-36.3,158.22,40.2,1.21,-0.57,1.78,,-36.17,158.41,alluvial fan,45,AHi,Amazonian and Hesperian impact unit,this paper 
29-000210,-36.3,158.22,40.2,1.21,-0.57,1.78,,-36.24,158.47,alluvial fan,67.5,AHi,Amazonian and Hesperian impact unit,this paper 
29-000210,-36.3,158.22,40.2,1.21,-0.57,1.78,,-36.22,158.47,alluvial fan,67.5,AHi,Amazonian and Hesperian impact unit,this paper 
29-000210,-36.3,158.22,40.2,1.21,-0.57,1.78,,-36.33,158.45,alluvial fan,90,AHi,Amazonian and Hesperian impact unit,this paper 
29-000210,-36.3,158.22,40.2,1.21,-0.57,1.78,,-36.37,157.95,alluvial fan,247.5,AHi,Amazonian and Hesperian impact unit,this paper 
29-000210,-36.3,158.22,40.2,1.21,-0.57,1.78,,-36.41,157.95,alluvial fan,225,AHi,Amazonian and Hesperian impact unit,this paper 
29-000210,-36.3,158.22,40.2,1.21,-0.57,1.78,,-36.4,158.47,alluvial fan,112.5,AHi,Amazonian and Hesperian impact unit,this paper 
29-000210,-36.3,158.22,40.2,1.21,-0.57,1.78,,-36.37,158.46,alluvial fan,90,AHi,Amazonian and Hesperian impact unit,this paper 
29-000210,-36.3,158.22,40.2,1.21,-0.57,1.78,,-36.39,157.94,alluvial fan,247.5,AHi,Amazonian and Hesperian impact unit,this paper 
29-000210,-36.3,158.22,40.2,1.21,-0.57,1.78,,-36.49,158.4,alluvial fan,135,AHi,Amazonian and Hesperian impact unit,this paper 
29-000210,-36.3,158.22,40.2,1.21,-0.57,1.78,,-36.49,158.06,alluvial fan,202.5,AHi,Amazonian and Hesperian impact unit,this paper 
